,SMB_std,HML_std,RMW_std,CMA_std,MOM_std
1997-03-31,0.07913743,0.07913743,0.07913743,0.07913743,0.07913743
1997-04-30,0.07913743,0.07913743,0.07913743,0.07913743,0.07913743
1997-05-31,0.07913743,0.07913743,0.07913743,0.07913743,0.07913743
1997-06-30,0.07913743,0.07913743,0.07913743,0.07913743,0.07913743
1997-07-31,0.07913743,0.07913743,0.07913743,0.07913743,0.07913743
1997-08-31,0.07913743,0.07913743,0.07913743,0.07913743,0.07913743
1997-09-30,0.07913743,0.07913743,0.07913743,0.07913743,0.07913743
1997-10-31,0.07913743,0.07913743,0.07913743,0.07913743,0.07913743
1997-11-30,0.07913743,0.07913743,0.07913743,0.07913743,0.07913743
1997-12-31,0.07913743,0.07913743,0.07913743,0.07913743,0.07913743
1998-01-31,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-02-28,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-03-31,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-04-30,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-05-31,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-06-30,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-07-31,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-08-31,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-09-30,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-10-31,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-11-30,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1998-12-31,0.045350313,0.045350313,0.045350313,0.045350313,0.045350313
1999-01-31,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-02-28,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-03-31,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-04-30,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-05-31,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-06-30,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-07-31,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-08-31,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-09-30,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-10-31,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-11-30,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
1999-12-31,0.0691365,0.0691365,0.0691365,0.0691365,0.0691365
2000-01-31,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-02-29,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-03-31,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-04-30,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-05-31,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-06-30,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-07-31,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-08-31,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-09-30,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-10-31,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-11-30,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2000-12-31,0.055743784,0.055743784,0.055743784,0.055743784,0.055743784
2001-01-31,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-02-28,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-03-31,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-04-30,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-05-31,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-06-30,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-07-31,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-08-31,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-09-30,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-10-31,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-11-30,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2001-12-31,0.053001463,0.053001463,0.053001463,0.053001463,0.053001463
2002-01-31,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-02-28,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-03-31,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-04-30,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-05-31,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-06-30,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-07-31,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-08-31,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-09-30,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-10-31,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-11-30,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2002-12-31,0.060788438,0.060788438,0.060788438,0.060788438,0.060788438
2003-01-31,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-02-28,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-03-31,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-04-30,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-05-31,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-06-30,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-07-31,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-08-31,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-09-30,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-10-31,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-11-30,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2003-12-31,0.05353278,0.05353278,0.05353278,0.05353278,0.05353278
2004-01-31,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-02-29,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-03-31,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-04-30,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-05-31,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-06-30,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-07-31,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-08-31,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-09-30,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-10-31,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-11-30,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2004-12-31,0.10686132,0.10686132,0.10686132,0.10686132,0.10686132
2005-01-31,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-02-28,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-03-31,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-04-30,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-05-31,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-06-30,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-07-31,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-08-31,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-09-30,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-10-31,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-11-30,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2005-12-31,0.08102608,0.08102608,0.08102608,0.08102608,0.08102608
2006-01-31,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-02-28,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-03-31,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-04-30,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-05-31,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-06-30,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-07-31,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-08-31,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-09-30,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-10-31,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-11-30,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2006-12-31,0.1278404,0.1278404,0.1278404,0.1278404,0.1278404
2007-01-31,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-02-28,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-03-31,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-04-30,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-05-31,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-06-30,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-07-31,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-08-31,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-09-30,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-10-31,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-11-30,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2007-12-31,0.09687221,0.09687221,0.09687221,0.09687221,0.09687221
2008-01-31,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-02-29,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-03-31,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-04-30,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-05-31,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-06-30,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-07-31,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-08-31,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-09-30,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-10-31,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-11-30,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2008-12-31,0.08627799,0.08627799,0.08627799,0.08627799,0.08627799
2009-01-31,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-02-28,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-03-31,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-04-30,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-05-31,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-06-30,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-07-31,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-08-31,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-09-30,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-10-31,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-11-30,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2009-12-31,0.053981215,0.053981215,0.053981215,0.053981215,0.053981215
2010-01-31,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-02-28,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-03-31,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-04-30,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-05-31,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-06-30,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-07-31,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-08-31,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-09-30,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-10-31,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-11-30,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2010-12-31,0.0749495,0.0749495,0.0749495,0.0749495,0.0749495
2011-01-31,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-02-28,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-03-31,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-04-30,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-05-31,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-06-30,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-07-31,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-08-31,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-09-30,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-10-31,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-11-30,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2011-12-31,0.09262815,0.09262815,0.09262815,0.09262815,0.09262815
2012-01-31,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-02-29,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-03-31,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-04-30,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-05-31,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-06-30,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-07-31,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-08-31,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-09-30,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-10-31,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-11-30,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2012-12-31,0.08134438,0.08134438,0.08134438,0.08134438,0.08134438
2013-01-31,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-02-28,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-03-31,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-04-30,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-05-31,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-06-30,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-07-31,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-08-31,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-09-30,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-10-31,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-11-30,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2013-12-31,0.06589767,0.06589767,0.06589767,0.06589767,0.06589767
2014-01-31,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-02-28,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-03-31,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-04-30,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-05-31,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-06-30,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-07-31,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-08-31,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-09-30,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-10-31,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-11-30,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2014-12-31,0.053117424,0.053117424,0.053117424,0.053117424,0.053117424
2015-01-31,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-02-28,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-03-31,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-04-30,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-05-31,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-06-30,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-07-31,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-08-31,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-09-30,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-10-31,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-11-30,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2015-12-31,0.08758749,0.08758749,0.08758749,0.08758749,0.08758749
2016-01-31,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-02-29,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-03-31,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-04-30,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-05-31,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-06-30,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-07-31,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-08-31,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-09-30,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-10-31,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-11-30,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2016-12-31,0.08608042,0.08608042,0.08608042,0.08608042,0.08608042
2017-01-31,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-02-28,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-03-31,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-04-30,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-05-31,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-06-30,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-07-31,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-08-31,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-09-30,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-10-31,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-11-30,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2017-12-31,0.042426974,0.042426974,0.042426974,0.042426974,0.042426974
2018-01-31,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-02-28,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-03-31,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-04-30,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-05-31,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-06-30,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-07-31,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-08-31,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-09-30,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-10-31,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-11-30,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2018-12-31,0.09496418,0.09496418,0.09496418,0.09496418,0.09496418
2019-01-31,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-02-28,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-03-31,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-04-30,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-05-31,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-06-30,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-07-31,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-08-31,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-09-30,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-10-31,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-11-30,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2019-12-31,0.084207386,0.084207386,0.084207386,0.084207386,0.084207386
2020-01-31,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-02-29,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-03-31,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-04-30,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-05-31,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-06-30,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-07-31,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-08-31,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-09-30,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-10-31,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-11-30,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2020-12-31,0.09495108,0.09495108,0.09495108,0.09495108,0.09495108
2021-01-31,0.04665953,0.04665953,0.04665953,0.04665953,0.04665953
2021-02-28,0.04665953,0.04665953,0.04665953,0.04665953,0.04665953
2021-03-31,0.04665953,0.04665953,0.04665953,0.04665953,0.04665953
2021-04-30,0.04665953,0.04665953,0.04665953,0.04665953,0.04665953
